id_contrato;mes_aquisicao;id_convenio;mes_vencimento;valor_parcela;valor_aquisicao_parcela;taxa_mensal;data_pagamento;valor_pago
1;01/11/2022;1;30/06/2028;780.91;254.08;0.0164;;
1;01/11/2022;1;31/07/2028;780.91;249.93;0.0164;;
1;01/11/2022;1;31/08/2028;780.91;245.71;0.0164;;
1;01/11/2022;1;30/09/2028;780.91;241.57;0.0164;;
1;01/11/2022;1;31/10/2028;780.91;237.62;0.0164;;
1;01/11/2022;1;30/11/2028;780.91;233.61;0.0164;;
1;01/11/2022;1;31/12/2028;780.91;229.8;0.0164;;
1;01/11/2022;1;31/01/2029;780.91;225.92;0.0164;;
1;01/11/2022;1;28/02/2029;780.91;222.36;0.0164;;
1;01/11/2022;1;31/03/2029;780.91;218.72;0.0164;;
1;01/11/2022;1;30/04/2029;780.91;215.04;0.0164;;
1;01/11/2022;1;31/05/2029;780.91;211.52;0.0164;;
1;01/11/2022;1;30/06/2029;780.91;207.96;0.0164;;
1;01/11/2022;1;31/07/2029;780.91;204.56;0.0164;;
1;01/11/2022;1;31/08/2029;780.91;201.11;0.0164;;
1;01/11/2022;1;30/09/2029;780.91;197.72;0.0165;;
1;01/11/2022;1;31/10/2029;780.91;194.49;0.0164;;
1;01/11/2022;1;30/11/2029;780.91;191.21;0.0165;;
1;01/11/2022;1;31/12/2029;780.91;188.09;0.0165;;
1;01/11/2022;1;31/01/2030;780.91;184.91;0.0165;;
1;01/11/2022;1;28/02/2030;780.91;181.99;0.0165;;
1;01/11/2022;1;31/03/2030;780.91;179.02;0.0165;;
1;01/11/2022;1;30/04/2030;780.91;176;0.0165;;
1;01/11/2022;1;31/05/2030;780.91;173.13;0.0165;;
1;01/11/2022;1;30/06/2030;780.91;170.21;0.0165;;
1;01/11/2022;1;31/07/2030;780.91;167.43;0.0165;;
1;01/11/2022;1;31/08/2030;780.91;164.6;0.0165;;
1;01/11/2022;1;30/09/2030;780.91;161.83;0.0165;;
1;01/11/2022;1;31/10/2030;780.91;159.18;0.0165;;
1;01/11/2022;1;30/11/2030;780.91;156.5;0.0165;;
1;01/11/2022;1;31/12/2030;780.91;153.94;0.0165;;
1;01/11/2022;1;31/01/2031;780.91;151.35;0.0165;;
2;01/12/2022;1;28/02/2025;371.32;216.68;0.0199;;
2;01/12/2022;1;31/03/2025;371.32;212.43;0.0199;;
2;01/12/2022;1;30/04/2025;371.32;208.13;0.0199;22/04/2025;368.83
2;01/12/2022;1;31/05/2025;371.32;204.05;0.0199;;
2;01/12/2022;1;30/06/2025;371.32;199.92;0.0199;;
2;01/12/2022;1;31/07/2025;371.32;196;0.0199;;
2;01/12/2022;1;31/08/2025;371.32;192.03;0.0199;;
2;01/12/2022;1;30/09/2025;371.32;188.14;0.0199;;
2;01/12/2022;1;31/10/2025;371.32;184.45;0.0199;;
2;01/12/2022;1;30/11/2025;371.32;180.71;0.0199;;
2;01/12/2022;1;31/12/2025;371.32;177.17;0.0199;;
2;01/12/2022;1;31/01/2026;371.32;173.58;0.0199;;
2;01/12/2022;1;28/02/2026;371.32;170.29;0.0199;;
2;01/12/2022;1;31/03/2026;371.32;166.95;0.0199;;
2;01/12/2022;1;30/04/2026;371.32;163.57;0.0199;;
2;01/12/2022;1;31/05/2026;371.32;160.36;0.0199;;
2;01/12/2022;1;30/06/2026;371.32;157.11;0.0199;;
2;01/12/2022;1;31/07/2026;371.32;154.03;0.0199;;
2;01/12/2022;1;31/08/2026;371.32;150.91;0.0199;;
2;01/12/2022;1;30/09/2026;371.32;147.86;0.0199;;
2;01/12/2022;1;31/10/2026;371.32;144.96;0.0199;;
2;01/12/2022;1;30/11/2026;371.32;142.02;0.0199;;
2;01/12/2022;1;31/12/2026;371.32;139.24;0.0199;;
2;01/12/2022;1;31/01/2027;371.32;136.42;0.0199;;
2;01/12/2022;1;28/02/2027;371.32;133.83;0.0199;;
2;01/12/2022;1;31/03/2027;371.32;131.21;0.0199;;
2;01/12/2022;1;30/04/2027;371.32;128.55;0.0199;;
2;01/12/2022;1;31/05/2027;371.32;126.03;0.0199;;
2;01/12/2022;1;30/06/2027;371.32;123.47;0.02;;
2;01/12/2022;1;31/07/2027;371.32;121.05;0.0199;;
2;01/12/2022;1;31/08/2027;371.32;118.6;0.0199;;
2;01/12/2022;1;30/09/2027;371.32;116.2;0.02;;
2;01/12/2022;1;31/10/2027;371.32;113.92;0.0199;;
2;01/12/2022;1;30/11/2027;371.32;111.61;0.02;;
2;01/12/2022;1;31/12/2027;371.32;109.43;0.0199;;
2;01/12/2022;1;31/01/2028;371.32;107.21;0.0199;;
2;01/12/2022;1;29/02/2028;371.32;105.11;0.02;;
2;01/12/2022;1;31/03/2028;371.32;103.05;0.0199;;
2;01/12/2022;1;30/04/2028;371.32;100.96;0.02;;
2;01/12/2022;1;31/05/2028;371.32;98.98;0.0199;;
2;01/12/2022;1;30/06/2028;371.32;96.97;0.02;;
2;01/12/2022;1;31/07/2028;371.32;95.07;0.02;;
2;01/12/2022;1;31/08/2028;371.32;93.15;0.02;;
2;01/12/2022;1;30/09/2028;371.32;91.26;0.02;;
2;01/12/2022;1;31/10/2028;371.32;89.47;0.02;;
2;01/12/2022;1;30/11/2028;371.32;87.66;0.02;;
2;01/12/2022;1;31/12/2028;371.32;85.94;0.02;;
2;01/12/2022;1;31/01/2029;371.32;84.2;0.02;;
2;01/12/2022;1;28/02/2029;371.32;82.6;0.02;;
2;01/12/2022;1;31/03/2029;371.32;80.98;0.02;;
2;01/12/2022;1;30/04/2029;371.32;79.34;0.02;;
2;01/12/2022;1;31/05/2029;371.32;77.79;0.02;;
2;01/12/2022;1;30/06/2029;371.32;76.21;0.02;;
2;01/12/2022;1;31/07/2029;371.32;74.72;0.02;;
2;01/12/2022;1;31/08/2029;371.32;73.2;0.02;;
2;01/12/2022;1;30/09/2029;371.32;71.72;0.02;;
2;01/12/2022;1;31/10/2029;371.32;70.31;0.02;;
2;01/12/2022;1;30/11/2029;371.32;68.89;0.02;;
2;01/12/2022;1;31/12/2029;371.32;67.54;0.02;;
2;01/12/2022;1;31/01/2030;371.32;66.17;0.02;;
2;01/12/2022;1;28/02/2030;371.32;64.92;0.02;;
2;01/12/2022;1;31/03/2030;371.32;63.64;0.02;;
2;01/12/2022;1;30/04/2030;371.32;62.36;0.02;;
2;01/12/2022;1;31/05/2030;371.32;61.13;0.02;;
2;01/12/2022;1;30/06/2030;371.32;59.89;0.02;;
2;01/12/2022;1;31/07/2030;371.32;58.72;0.02;;
2;01/12/2022;1;31/08/2030;371.32;57.53;0.02;;
2;01/12/2022;1;30/09/2030;371.32;56.37;0.02;;
2;01/12/2022;1;31/10/2030;371.32;55.26;0.02;;
2;01/12/2022;1;30/11/2030;371.32;54.14;0.02;;
2;01/12/2022;1;31/12/2030;371.32;53.08;0.02;;
2;01/12/2022;1;31/01/2031;371.32;52;0.02;;
3;01/11/2022;1;29/02/2024;47.41;34.52;0.0198;20/02/2024;47.41
3;01/11/2022;1;31/03/2024;47.41;33.83;0.0198;20/03/2024;47.41
3;01/11/2022;1;30/04/2024;47.41;33.13;0.0199;23/04/2024;47.41
3;01/11/2022;1;31/05/2024;47.41;32.46;0.0199;20/05/2024;47.41
3;01/11/2022;1;30/06/2024;47.41;31.79;0.02;21/06/2024;47.41
3;01/11/2022;1;31/07/2024;47.41;31.15;0.0199;22/07/2024;47.41
3;01/11/2022;1;31/08/2024;47.41;30.5;0.02;22/08/2024;47.41
3;01/11/2022;1;30/09/2024;47.41;29.87;0.02;20/09/2024;47.41
3;01/11/2022;1;31/10/2024;47.41;29.27;0.02;21/10/2024;47.41
3;01/11/2022;1;30/11/2024;47.41;28.66;0.0201;21/11/2024;47.04
3;01/11/2022;1;31/12/2024;47.41;28.09;0.02;20/12/2024;47.41
3;01/11/2022;1;31/01/2025;47.41;27.5;0.0201;20/01/2025;47.41
3;01/11/2022;1;28/02/2025;47.41;26.97;0.0201;20/02/2025;47.09
3;01/11/2022;1;31/03/2025;47.41;26.43;0.0201;20/03/2025;47.04
3;01/11/2022;1;30/04/2025;47.41;25.88;0.0201;22/04/2025;47.08
3;01/11/2022;1;31/05/2025;47.41;25.36;0.0201;20/05/2025;46.99
3;01/11/2022;1;30/06/2025;47.41;24.83;0.0202;18/06/2025;47.04
3;01/11/2022;1;31/07/2025;47.41;24.33;0.0202;30/07/2025;47.32
3;01/11/2022;1;31/08/2025;47.41;23.83;0.0202;20/08/2025;46.99
3;01/11/2022;1;30/09/2025;47.41;23.33;0.0202;22/09/2025;47.09
3;01/11/2022;1;31/10/2025;47.41;22.87;0.0202;15/10/2025;46.86
3;01/11/2022;1;30/11/2025;47.41;22.39;0.0202;19/11/2025;46.99
3;01/11/2022;1;31/12/2025;47.41;21.94;0.0202;22/12/2025;47.41
3;01/11/2022;1;31/01/2026;47.41;21.49;0.0202;;
3;01/11/2022;1;28/02/2026;47.41;21.07;0.0202;;
3;01/11/2022;1;31/03/2026;47.41;20.65;0.0202;;
3;01/11/2022;1;30/04/2026;47.41;20.22;0.0202;;
3;01/11/2022;1;31/05/2026;47.41;19.81;0.0202;;
3;01/11/2022;1;30/06/2026;47.41;19.4;0.0203;;
3;01/11/2022;1;31/07/2026;47.41;19.01;0.0202;;
3;01/11/2022;1;31/08/2026;47.41;18.62;0.0202;;
3;01/11/2022;1;30/09/2026;47.41;18.23;0.0203;;
3;01/11/2022;1;31/10/2026;47.41;17.86;0.0203;;
3;01/11/2022;1;30/11/2026;47.41;17.49;0.0203;;
3;01/11/2022;1;31/12/2026;47.41;17.14;0.0203;;
3;01/11/2022;1;31/01/2027;47.41;16.79;0.0203;;
3;01/11/2022;1;28/02/2027;47.41;16.46;0.0203;;
3;01/11/2022;1;31/03/2027;47.41;16.13;0.0203;;
3;01/11/2022;1;30/04/2027;47.41;15.79;0.0203;;
3;01/11/2022;1;31/05/2027;47.41;15.48;0.0203;;
3;01/11/2022;1;30/06/2027;47.41;15.16;0.0203;;
3;01/11/2022;1;31/07/2027;47.41;14.85;0.0203;;
3;01/11/2022;1;31/08/2027;47.41;14.54;0.0203;;
3;01/11/2022;1;30/09/2027;47.41;14.24;0.0203;;
3;01/11/2022;1;31/10/2027;47.41;13.96;0.0203;;
3;01/11/2022;1;30/11/2027;47.41;13.67;0.0203;;
3;01/11/2022;1;31/12/2027;47.41;13.39;0.0203;;
3;01/11/2022;1;31/01/2028;47.41;13.11;0.0203;;
3;01/11/2022;1;29/02/2028;47.41;12.85;0.0203;;
3;01/11/2022;1;31/03/2028;47.41;12.59;0.0203;;
3;01/11/2022;1;30/04/2028;47.41;12.33;0.0203;;
3;01/11/2022;1;31/05/2028;47.41;12.08;0.0203;;
3;01/11/2022;1;30/06/2028;47.41;11.83;0.0203;;
3;01/11/2022;1;31/07/2028;47.41;11.59;0.0203;;
3;01/11/2022;1;31/08/2028;47.41;11.35;0.0203;;
3;01/11/2022;1;30/09/2028;47.41;11.12;0.0203;;
3;01/11/2022;1;31/10/2028;47.41;10.89;0.0203;;
3;01/11/2022;1;30/11/2028;47.41;10.67;0.0203;;
3;01/11/2022;1;31/12/2028;47.41;10.45;0.0203;;
3;01/11/2022;1;31/01/2029;47.41;10.24;0.0203;;
3;01/11/2022;1;28/02/2029;47.41;10.04;0.0204;;
3;01/11/2022;1;31/03/2029;47.41;9.84;0.0203;;
3;01/11/2022;1;30/04/2029;47.41;9.63;0.0204;;
3;01/11/2022;1;31/05/2029;47.41;9.44;0.0204;;
3;01/11/2022;1;30/06/2029;47.41;9.24;0.0204;;
3;01/11/2022;1;31/07/2029;47.41;9.06;0.0204;;
3;01/11/2022;1;31/08/2029;47.41;8.87;0.0204;;
3;01/11/2022;1;30/09/2029;47.41;8.69;0.0204;;
3;01/11/2022;1;31/10/2029;47.41;8.51;0.0204;;
3;01/11/2022;1;30/11/2029;47.41;8.33;0.0204;;
3;01/11/2022;1;31/12/2029;47.41;8.17;0.0204;;
3;01/11/2022;1;31/01/2030;47.41;8;0.0204;;
3;01/11/2022;1;28/02/2030;47.41;7.84;0.0204;;
3;01/11/2022;1;31/03/2030;47.41;7.68;0.0204;;
3;01/11/2022;1;30/04/2030;47.41;7.53;0.0204;;
3;01/11/2022;1;31/05/2030;47.41;7.37;0.0204;;
3;01/11/2022;1;30/06/2030;47.41;7.22;0.0204;;
3;01/11/2022;1;31/07/2030;47.41;7.08;0.0204;;
3;01/11/2022;1;31/08/2030;47.41;6.93;0.0204;;
3;01/11/2022;1;30/09/2030;47.41;6.79;0.0204;;
3;01/11/2022;1;31/10/2030;47.41;6.65;0.0204;;
3;01/11/2022;1;30/11/2030;47.41;6.51;0.0204;;
3;01/11/2022;1;31/12/2030;47.41;6.38;0.0204;;
3;01/11/2022;1;31/01/2031;47.41;6.25;0.0204;;
4;01/11/2022;1;28/02/2023;91.73;85.61;0.0176;27/02/2023;91.73
4;01/11/2022;1;31/03/2023;91.73;83.89;0.018;23/03/2023;91.73
4;01/11/2022;1;30/04/2023;91.73;82.15;0.0186;20/04/2023;91.73
4;01/11/2022;1;31/05/2023;91.73;80.5;0.0187;19/05/2023;91.73
4;01/11/2022;1;30/06/2023;91.73;78.83;0.019;19/06/2023;91.73
4;01/11/2022;1;31/07/2023;91.73;77.25;0.0191;19/07/2023;91.73
4;01/11/2022;1;31/08/2023;91.73;75.65;0.0193;21/08/2023;91.73
4;01/11/2022;1;30/09/2023;91.73;74.08;0.0194;20/09/2023;91.73
4;01/11/2022;1;31/10/2023;91.73;72.59;0.0195;20/10/2023;91.73
4;01/11/2022;1;30/11/2023;91.73;71.08;0.0196;20/11/2023;91.73
4;01/11/2022;1;31/12/2023;91.73;69.65;0.0196;18/06/2024;91.34
4;01/11/2022;1;31/01/2024;91.73;68.21;0.0197;24/01/2024;91.73
4;01/11/2022;1;29/02/2024;91.73;66.84;0.0198;20/02/2024;91.73
4;01/11/2022;1;31/03/2024;91.73;65.5;0.0198;20/03/2024;91.73
4;01/11/2022;1;30/04/2024;91.73;64.14;0.0199;23/04/2024;91.73
4;01/11/2022;1;31/05/2024;91.73;62.85;0.0199;20/05/2024;91.73
4;01/11/2022;1;30/06/2024;91.73;61.54;0.0199;21/06/2024;91.73
4;01/11/2022;1;31/07/2024;91.73;60.31;0.0199;22/07/2024;91.73
4;01/11/2022;1;31/08/2024;91.73;59.06;0.0199;22/08/2024;91.73
4;01/11/2022;1;30/09/2024;91.73;57.83;0.02;20/09/2024;91.73
4;01/11/2022;1;31/10/2024;91.73;56.67;0.02;21/10/2024;91.73
4;01/11/2022;1;30/11/2024;91.73;55.49;0.02;21/11/2024;91.01
4;01/11/2022;1;31/12/2024;91.73;54.38;0.02;20/12/2024;91.73
4;01/11/2022;1;31/01/2025;91.73;53.25;0.02;20/01/2025;91.73
4;01/11/2022;1;28/02/2025;91.73;52.22;0.0201;20/02/2025;91.1
4;01/11/2022;1;31/03/2025;91.73;51.17;0.0201;20/03/2025;91.01
4;01/11/2022;1;30/04/2025;91.73;50.11;0.0201;22/04/2025;91.1
4;01/11/2022;1;31/05/2025;91.73;49.1;0.0201;20/05/2025;90.92
4;01/11/2022;1;30/06/2025;91.73;48.08;0.0201;18/06/2025;91.01
4;01/11/2022;1;31/07/2025;91.73;47.11;0.0201;30/07/2025;91.55
4;01/11/2022;1;31/08/2025;91.73;46.14;0.0201;20/08/2025;90.92
4;01/11/2022;1;30/09/2025;91.73;45.18;0.0202;22/09/2025;91.1
4;01/11/2022;1;31/10/2025;91.73;44.27;0.0202;15/10/2025;90.66
4;01/11/2022;1;30/11/2025;91.73;43.35;0.0202;19/11/2025;90.92
4;01/11/2022;1;31/12/2025;91.73;42.48;0.0202;22/12/2025;91.73
4;01/11/2022;1;31/01/2026;91.73;41.6;0.0202;;
4;01/11/2022;1;28/02/2026;91.73;40.79;0.0202;;
4;01/11/2022;1;31/03/2026;91.73;39.97;0.0202;;
4;01/11/2022;1;30/04/2026;91.73;39.14;0.0202;;
4;01/11/2022;1;31/05/2026;91.73;38.36;0.0202;;
4;01/11/2022;1;30/06/2026;91.73;37.56;0.0202;;
4;01/11/2022;1;31/07/2026;91.73;36.81;0.0202;;
4;01/11/2022;1;31/08/2026;91.73;36.04;0.0202;;
4;01/11/2022;1;30/09/2026;91.73;35.29;0.0203;;
4;01/11/2022;1;31/10/2026;91.73;34.59;0.0202;;
4;01/11/2022;1;30/11/2026;91.73;33.87;0.0203;;
4;01/11/2022;1;31/12/2026;91.73;33.19;0.0203;;
4;01/11/2022;1;31/01/2027;91.73;32.5;0.0203;;
4;01/11/2022;1;28/02/2027;91.73;31.87;0.0203;;
4;01/11/2022;1;31/03/2027;91.73;31.23;0.0203;;
4;01/11/2022;1;30/04/2027;91.73;30.58;0.0203;;
4;01/11/2022;1;31/05/2027;91.73;29.97;0.0203;;
4;01/11/2022;1;30/06/2027;91.73;29.34;0.0203;;
4;01/11/2022;1;31/07/2027;91.73;28.75;0.0203;;
4;01/11/2022;1;31/08/2027;91.73;28.16;0.0203;;
4;01/11/2022;1;30/09/2027;91.73;27.57;0.0203;;
4;01/11/2022;1;31/10/2027;91.73;27.02;0.0203;;
4;01/11/2022;1;30/11/2027;91.73;26.46;0.0203;;
4;01/11/2022;1;31/12/2027;91.73;25.93;0.0203;;
4;01/11/2022;1;31/01/2028;91.73;25.39;0.0203;;
4;01/11/2022;1;29/02/2028;91.73;24.88;0.0203;;
4;01/11/2022;1;31/03/2028;91.73;24.38;0.0203;;
4;01/11/2022;1;30/04/2028;91.73;23.87;0.0203;;
4;01/11/2022;1;31/05/2028;91.73;23.39;0.0203;;
4;01/11/2022;1;30/06/2028;91.73;22.91;0.0203;;
4;01/11/2022;1;31/07/2028;91.73;22.45;0.0203;;
4;01/11/2022;1;31/08/2028;91.73;21.98;0.0203;;
4;01/11/2022;1;30/09/2028;91.73;21.53;0.0203;;
4;01/11/2022;1;31/10/2028;91.73;21.09;0.0203;;
4;01/11/2022;1;30/11/2028;91.73;20.66;0.0203;;
4;01/11/2022;1;31/12/2028;91.73;20.24;0.0203;;
4;01/11/2022;1;31/01/2029;91.73;19.82;0.0203;;
4;01/11/2022;1;28/02/2029;91.73;19.44;0.0203;;
4;01/11/2022;1;31/03/2029;91.73;19.05;0.0203;;
4;01/11/2022;1;30/04/2029;91.73;18.65;0.0204;;
4;01/11/2022;1;31/05/2029;91.73;18.28;0.0203;;
4;01/11/2022;1;30/06/2029;91.73;17.9;0.0204;;
4;01/11/2022;1;31/07/2029;91.73;17.54;0.0203;;
4;01/11/2022;1;31/08/2029;91.73;17.17;0.0204;;
4;01/11/2022;1;30/09/2029;91.73;16.82;0.0204;;
4;01/11/2022;1;31/10/2029;91.73;16.48;0.0204;;
4;01/11/2022;1;30/11/2029;91.73;16.14;0.0204;;
4;01/11/2022;1;31/12/2029;91.73;15.81;0.0204;;
4;01/11/2022;1;31/01/2030;91.73;15.48;0.0204;;
4;01/11/2022;1;28/02/2030;91.73;15.18;0.0204;;
4;01/11/2022;1;31/03/2030;91.73;14.88;0.0204;;
4;01/11/2022;1;30/04/2030;91.73;14.57;0.0204;;
4;01/11/2022;1;31/05/2030;91.73;14.28;0.0204;;
4;01/11/2022;1;30/06/2030;91.73;13.98;0.0204;;
4;01/11/2022;1;31/07/2030;91.73;13.7;0.0204;;
4;01/11/2022;1;31/08/2030;91.73;13.42;0.0204;;
4;01/11/2022;1;30/09/2030;91.73;13.14;0.0204;;
4;01/11/2022;1;31/10/2030;91.73;12.87;0.0204;;
4;01/11/2022;1;30/11/2030;91.73;12.61;0.0204;;
4;01/11/2022;1;31/12/2030;91.73;12.35;0.0204;;
4;01/11/2022;1;31/01/2031;91.73;12.1;0.0204;;
5;01/11/2022;1;28/02/2025;325.1;197.62;0.0177;20/02/2025;323.13
5;01/11/2022;1;31/03/2025;325.1;194.08;0.0177;;
5;01/11/2022;1;30/04/2025;325.1;190.5;0.0178;22/04/2025;323.12
5;01/11/2022;1;31/05/2025;325.1;187.1;0.0178;20/05/2025;322.55
5;01/11/2022;1;30/06/2025;325.1;183.64;0.0178;18/06/2025;322.83
5;01/11/2022;1;31/07/2025;325.1;180.36;0.0178;30/07/2025;324.53
5;01/11/2022;1;31/08/2025;325.1;177.03;0.0178;20/08/2025;322.56
5;01/11/2022;1;30/09/2025;325.1;173.76;0.0178;22/09/2025;323.12
5;01/11/2022;1;31/10/2025;325.1;170.65;0.0178;15/10/2025;321.72
5;01/11/2022;1;30/11/2025;325.1;167.5;0.0178;;
5;01/11/2022;1;31/12/2025;325.1;164.51;0.0178;22/12/2025;325.1
5;01/11/2022;1;31/01/2026;325.1;161.47;0.0178;;
5;01/11/2022;1;28/02/2026;325.1;158.68;0.0179;;
5;01/11/2022;1;31/03/2026;325.1;155.84;0.0179;;
5;01/11/2022;1;30/04/2026;325.1;152.97;0.0179;;
5;01/11/2022;1;31/05/2026;325.1;150.23;0.0179;;
5;01/11/2022;1;30/06/2026;325.1;147.46;0.0179;;
5;01/11/2022;1;31/07/2026;325.1;144.82;0.0179;;
5;01/11/2022;1;31/08/2026;325.1;142.15;0.0179;;
5;01/11/2022;1;30/09/2026;325.1;139.52;0.0179;;
5;01/11/2022;1;31/10/2026;325.1;137.03;0.0179;;
5;01/11/2022;1;30/11/2026;325.1;134.5;0.0179;;
5;01/11/2022;1;31/12/2026;325.1;132.09;0.0179;;
5;01/11/2022;1;31/01/2027;325.1;129.66;0.0179;;
5;01/11/2022;1;28/02/2027;325.1;127.41;0.0179;;
5;01/11/2022;1;31/03/2027;325.1;125.14;0.0179;;
5;01/11/2022;1;30/04/2027;325.1;122.83;0.018;;
5;01/11/2022;1;31/05/2027;325.1;120.63;0.0179;;
5;01/11/2022;1;30/06/2027;325.1;118.4;0.018;;
5;01/11/2022;1;31/07/2027;325.1;116.29;0.018;;
5;01/11/2022;1;31/08/2027;325.1;114.14;0.018;;
5;01/11/2022;1;30/09/2027;325.1;112.03;0.018;;
5;01/11/2022;1;31/10/2027;325.1;110.03;0.018;;
5;01/11/2022;1;30/11/2027;325.1;108;0.018;;
5;01/11/2022;1;31/12/2027;325.1;106.07;0.018;;
5;01/11/2022;1;31/01/2028;325.1;104.11;0.018;;
5;01/11/2022;1;29/02/2028;325.1;102.25;0.018;;
5;01/11/2022;1;31/03/2028;325.1;100.42;0.018;;
5;01/11/2022;1;30/04/2028;325.1;98.57;0.018;;
5;01/11/2022;1;31/05/2028;325.1;96.8;0.018;;
5;01/11/2022;1;30/06/2028;325.1;95.02;0.018;;
5;01/11/2022;1;31/07/2028;325.1;93.32;0.018;;
5;01/11/2022;1;31/08/2028;325.1;91.6;0.018;;
5;01/11/2022;1;30/09/2028;325.1;89.9;0.018;;
5;01/11/2022;1;31/10/2028;325.1;88.3;0.018;;
5;01/11/2022;1;30/11/2028;325.1;86.67;0.018;;
5;01/11/2022;1;31/12/2028;325.1;85.12;0.018;;
5;01/11/2022;1;31/01/2029;325.1;83.55;0.018;;
5;01/11/2022;1;28/02/2029;325.1;82.1;0.018;;
5;01/11/2022;1;31/03/2029;325.1;80.63;0.018;;
5;01/11/2022;1;30/04/2029;325.1;79.15;0.018;;
5;01/11/2022;1;31/05/2029;325.1;77.73;0.018;;
5;01/11/2022;1;30/06/2029;325.1;76.3;0.018;;
5;01/11/2022;1;31/07/2029;325.1;74.93;0.018;;
5;01/11/2022;1;31/08/2029;325.1;73.55;0.018;;
5;01/11/2022;1;30/09/2029;325.1;72.19;0.018;;
5;01/11/2022;1;31/10/2029;325.1;70.9;0.018;;
5;01/11/2022;1;30/11/2029;325.1;69.59;0.018;;
5;01/11/2022;1;31/12/2029;325.1;68.35;0.018;;
5;01/11/2022;1;31/01/2030;325.1;67.08;0.018;;
5;01/11/2022;1;28/02/2030;325.1;65.92;0.018;;
5;01/11/2022;1;31/03/2030;325.1;64.75;0.018;;
5;01/11/2022;1;30/04/2030;325.1;63.55;0.0181;;
5;01/11/2022;1;31/05/2030;325.1;62.42;0.018;;
5;01/11/2022;1;30/06/2030;325.1;61.26;0.0181;;
5;01/11/2022;1;31/07/2030;325.1;60.17;0.0181;;
5;01/11/2022;1;31/08/2030;325.1;59.06;0.0181;;
5;01/11/2022;1;30/09/2030;325.1;57.97;0.0181;;
5;01/11/2022;1;31/10/2030;325.1;56.93;0.0181;;
5;01/11/2022;1;30/11/2030;325.1;55.88;0.0181;;
5;01/11/2022;1;31/12/2030;325.1;54.88;0.0181;;
5;01/11/2022;1;31/01/2031;325.1;53.87;0.0181;;
6;01/11/2022;1;28/02/2023;2051.54;1944.74;0.0136;27/02/2023;2051.54
6;01/11/2022;1;31/03/2023;2051.54;1913.18;0.0141;23/03/2023;2051.54
6;01/11/2022;1;30/04/2023;2051.54;1881.1;0.0146;20/04/2023;2051.54
6;01/11/2022;1;31/05/2023;2051.54;1850.56;0.0148;19/05/2023;2051.54
